v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,label_binary,clean_text
ham,Lol ok. I'll snatch her purse too.,,,,0,lol ok snatch purse
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",,,,0,hello drivby quit edrunk sorry iff pthis makes senrd dnot dancce drum n basq ihave fun nhite x ros xxxxxxx
ham,How much are we getting?,,,,0,much getting
ham,Is ur paper in e morn or aft tmr?,,,,0,ur paper e morn aft tmr
ham,"Dear relieved of westonzoyland, all going to plan this end too!",,,,0,dear relieved westonzoyland going plan end
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,,,,0,hope great new semester wish best made greatness
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,,,,0,oh yes speak txt u hmm u get email
ham,"I want to show you the world, princess :) how about europe?",,,,0,want show world princess europe
ham,Nobody can decide where to eat and dad wants Chinese,,,,0,nobody decide eat dad wants chinese
ham,No shoot me. I'm in the docs waiting room. :/,,,,0,shoot docs waiting room
ham,Now? I'm going out 4 dinner soon..,,,,0,going dinner soon
ham,Hello which the site to download songs its urgent pls,,,,0,hello site download songs urgent pls
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",,,,0,know u mean king havin credit goin bed night night sweet sleep
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,,,,0,horrible gal sch stuff come u got mc
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",,,,0,hi hun im comin nite tell every im sorry hope u ava goodtime oli rang melnite ifink mite b sorted il explain everythin mon l rs x
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,,,,1,please call immediately urgent message waiting
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,,,,0,yeah like goes like friends imma flip shit like half hour
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,,,,0,mum say wan go go shun bian watch da glass exhibition
ham,What your plan for pongal?,,,,0,plan pongal
ham,Just wait till end of march when el nino gets himself. Oh.,,,,0,wait till end march el nino gets oh
ham,"Not yet chikku..going to room nw, i'm in bus..",,,,0,yet chikku going room nw bus
ham,Am also doing in cbe only. But have to pay.,,,,0,also cbe pay
ham,Honey boo I'm missing u.,,,,0,honey boo missing u
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,,0,sent jd customer service cum accounts executive ur mail id details contact us
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",,,,0,yo parents gettin cash good news picked downstem
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",,,,0,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",,,,1,hungry gay guys feeling hungry call p min stop texts call p min
ham,Ok. No wahala. Just remember that a friend in need ...,,,,0,ok wahala remember friend need
ham,I will see in half an hour,,,,0,see half hour
ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",,,,0,im inperialmusic listening weirdest track ever leafcutter john sounds like insects molested someone plumbing remixed evil men acid
ham,\Hey sorry I didntgive ya a a bellearlier hunny,"just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.\""""",,,0,hey sorry didntgive ya bellearlier hunny
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,,,,0,seriously tell exact words right
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,,,,1,u get phone wan na chat set meet call u cum moro luv jane xx calls minmoremobsemspobox po wa
ham,"Tee hee. Off to lecture, cheery bye bye.",,,,0,tee hee lecture cheery bye bye
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",,,,0,sorry chikku cell got problem thts nt able reply u msg u
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,,,,0,still havent collected dough pls let know go place sent get control number
ham,Ok...,,,,0,ok
spam,network operator. The service is free. For T & C's visit 80488.biz,,,,1,network operator service free c visit biz
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,,,,0,let know contact settled room lets know ok
ham,Wot u up 2 u weirdo?,,,,0,wot u u weirdo
ham,Can do lor...,,,,0,lor
ham,Dont put your phone on silent mode ok,,,,0,dont put phone silent mode ok
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,,,,0,meet depends wan lor
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,,,,0,waiting tv show start lor u leh still busy ur report
ham,Oh ho. Is this the first time u use these type of words,,,,0,oh ho first time u use type words
ham,Am I the only one who doesn't stalk profiles?,,,,0,one stalk profiles
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",,,,0,ever green quote ever told jerry cartoon person irritates u always one loves u vry much fails express gud nyt
ham,Yes i thought so. Thanks.,,,,0,yes thought thanks
ham,But if she.s drinkin i'm ok.,,,,0,drinkin ok
ham,"Just wondering, the others just took off",,,,0,wondering others took
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,,0,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",,,,0,dog must always wait till end day word run time cell already
ham,Happy new year to u too!,,,,0,happy new year u
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",,,,0,hey great deal farm tour pm pax deposit may
ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,,,,0,eat jap done oso aft ur lect wat got lect rite
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",,,,0,hey babe saw came online second disappeared happened
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,,,,0,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wishes
ham,Happy birthday... May all ur dreams come true...,,,,0,happy birthday may ur dreams come true
ham,Aiyah u did ok already lar. E nydc at wheellock?,,,,0,aiyah u ok already lar e nydc wheellock
ham,TELL HER I SAID EAT SHIT.,,,,0,tell said eat shit
ham,Sure! I am driving but will reach my destination soon.,,,,0,sure driving reach destination soon
ham,"K so am I, how much for an 8th? Fifty?",,,,0,k much th fifty
ham,Your daily text from me ÛÒ a favour this time,,,,0,daily text favour time
ham,Great to hear you are settling well. So what's happenin wit ola?,,,,0,great hear settling well happenin wit ola
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,,,,0,cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one
ham,I tot u reach liao. He said t-shirt.,,,,0,tot u reach liao said shirt
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",,,,0,fran decided go n e way im completely broke knackered got bout c u mrw love janx p dads fone credit
ham,Your right! I'll make the appointment right now.,,,,0,right make appointment right
ham,Designation is software developer and may be she get chennai:),,,,0,designation software developer may get chennai
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,,,,1,enjoy jamster videosound gold club credits new videosounds logos musicnews get fun jamster co uk help call
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",,,,1,get lions england tone reply lionm mono lionp poly go www ringtones co uk original n best tones gbp network operator rates apply
ham,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,,,,0,jokin oni lar busy wun disturb
ham,"Ok, be careful ! Don't text and drive !",,,,0,ok careful text drive
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",,,,0,always even spirit get bb soon trying sure need
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,,,,0,u r much close heart u go away shattered plz stay
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,,,,0,love u babe r u sure everything alrite idiot txt bak girlie
ham,How abt making some of the pics bigger?,,,,0,abt making pics bigger
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,,,,0,got got colours lor one colour quite light n e darker lor actually done styling hair
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",,,,0,whenevr ur sad whenevr ur gray remembr im listn watevr u wan na say jus walk wid little amp promise bring back ur smile
ham,Why nothing. Ok anyway give me treat,,,,0,nothing ok anyway give treat
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",,,,1,win newest harry potter order phoenix book reply harry answer questions chance first among readers
ham,Correct. So how was work today,,,,0,correct work today
ham,"Just sent again. Do you scream and moan in bed, princess?",,,,0,sent scream moan bed princess
ham,"I wake up long ago already... Dunno, what other thing?",,,,0,wake long ago already dunno thing
ham,Oh just getting even with u.... u?,,,,0,oh getting even u u
ham,I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?,,,,0,thk shd ok said plus minus leave line paragraphs
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,,,,0,call plz number shows coveragd area urgnt call vasai amp reach clock call plz
ham,Yeah jay's sort of a fucking retard,,,,0,yeah jay sort fucking retard
ham,"Sorry, was in the bathroom, sup",,,,0,sorry bathroom sup
